id,title,age_cat,rating_cat,genre_cat,runtime_cat,popularity_cat,score_cat,budget_cat,budget_efficiency_cat,director_age_cat,director_experience_cat,director_is_acclaimed,director_is_panned,director_efficiency_cat,star_age_cat,star_experience_cat,star_is_acclaimed,star_is_panned,star_efficiency_cat
3320,Black Snake Moan,old,R,Drama,medium,high,high,mid,low,adult,low,False,False,high,young,low,False,True,low
3321,Monster House,old,PG,Animation,medium,very-high,high,very-high,mid,adult,low,False,False,none,young,low,False,False,none
3322,Scoop,old,PG-13,Comedy,medium,high,high,mid,mid,elderly,high,True,False,mid,young,mid,True,False,mid
3323,World Trade Center,old,PG-13,Drama,long,high,low,very-high,mid,elderly,high,True,False,mid,young,high,True,True,mid
3324,Employee of the Month,old,PG-13,Comedy,medium,mid,low,mid,high,adult,low,False,False,none,adult,low,False,False,none
3325,Little Man,old,PG-13,Comedy,medium,high,very-low,very-high,mid,adult,mid,False,True,high,young,low,False,False,high
3326,The Benchwarmers,old,PG-13,Comedy,short,mid,low,high,mid,elderly,mid,False,True,high,adult,mid,True,True,mid
3327,Poseidon,old,PG-13,Action,medium,very-high,low,very-high,mid,elderly,high,True,False,mid,adult,high,False,False,mid
3328,Flushed Away,old,PG,Animation,short,very-high,high,very-high,mid,adult,low,False,False,none,adult,low,False,False,mid
3329,The Guardian,old,PG-13,Action,long,high,high,very-high,mid,elderly,high,True,False,mid,adult,high,True,False,high
3330,Rescue Dawn,old,PG-13,Action,long,very-high,high,mid,low,elderly,low,False,False,none,adult,high,True,False,mid
3331,When a Stranger Calls,old,PG-13,Horror,short,mid,very-low,mid,high,adult,mid,False,False,mid,adult,low,False,False,low
3332,A Scanner Darkly,old,R,Animation,medium,very-high,high,low,low,adult,high,True,False,high,young,high,True,False,mid
3333,DOA: Dead or Alive,old,PG-13,Action,short,mid,very-low,mid,low,adult,low,False,False,none,adult,low,False,False,none
3334,Shortbus,old,Unrated,Comedy,medium,mid,high,low,mid,adult,low,True,False,low,young,low,False,False,none
3335,Catch and Release,old,PG-13,Comedy,long,mid,low,mid,low,adult,low,False,False,none,adult,low,False,True,mid
3336,The Break-Up,old,PG-13,Comedy,medium,very-high,low,high,high,adult,low,False,False,high,adult,mid,False,False,mid
3337,United 93,old,R,Action,medium,very-high,very-high,mid,high,adult,low,True,False,high,adult,low,False,False,none
3338,The Pink Panther,old,PG,Adventure,medium,high,low,very-high,mid,adult,mid,False,False,high,adult,high,True,True,mid
3339,Letters from Iwo Jima,old,R,Action,long,very-high,very-high,mid,high,elderly,high,True,False,high,elderly,low,False,False,none
3340,Southland Tales,old,R,Comedy,long,mid,very-low,mid,low,adult,low,True,False,mid,adult,mid,False,False,mid
3341,Flags of Our Fathers,old,R,Action,long,very-high,high,very-high,low,elderly,high,True,False,high,adult,mid,False,False,mid
3342,Failure to Launch,old,PG-13,Comedy,medium,high,low,high,mid,adult,low,False,False,mid,adult,high,True,False,mid
3343,Clerks II,old,R,Comedy,medium,very-high,high,low,high,adult,high,True,False,high,adult,low,True,False,high
3344,16 Blocks,old,PG-13,Action,medium,very-high,high,high,mid,elderly,high,True,False,high,adult,high,True,True,mid
3345,My Super Ex-Girlfriend,old,PG-13,Comedy,medium,high,very-low,high,mid,elderly,high,True,True,high,adult,mid,True,True,mid
3346,The Lake House,old,PG,Drama,medium,very-high,high,high,mid,adult,low,False,False,none,adult,high,True,False,mid
3347,The Wicker Man,old,PG-13,Horror,medium,high,very-low,high,low,adult,mid,False,False,mid,adult,high,True,True,mid
3348,Open Season,old,PG,Animation,short,high,low,very-high,mid,adult,low,True,False,high,adult,high,True,True,high
3349,Charlotte's Web,old,G,Adventure,medium,mid,low,very-high,mid,adult,low,False,False,mid,young,low,False,False,none
3350,The Omen,old,R,Action,medium,high,low,mid,high,adult,low,False,False,mid,young,low,False,False,none
3351,Penelope,old,PG,Comedy,medium,high,high,mid,mid,adult,low,False,False,none,adult,low,False,True,low
3352,Ice Age: the Meltdown,old,PG,Animation,medium,very-high,high,very-high,high,adult,low,False,False,none,young,low,False,False,low
3353,Beerfest,old,R,Comedy,medium,high,low,mid,mid,adult,mid,False,True,high,adult,low,False,False,high
3354,Stay Alive,old,PG-13,Other,short,mid,very-low,low,high,adult,low,False,False,none,adult,low,False,False,none
3355,Bug,old,R,Drama,medium,mid,low,low,mid,elderly,high,False,True,mid,young,mid,False,True,mid
3356,Turistas,old,R,Horror,medium,mid,very-low,mid,mid,adult,mid,False,False,mid,adult,low,False,False,none
3357,Notes on a Scandal,old,R,Crime,medium,high,very-high,mid,high,elderly,low,False,False,mid,adult,mid,True,False,mid
3358,"Paris, je t'aime",old,R,Comedy,long,high,high,mid,mid,adult,low,False,False,none,adult,low,True,False,high
3359,Seraphim Falls,old,R,Action,medium,mid,high,mid,low,adult,low,False,False,none,adult,high,False,False,mid
3360,Invincible,old,PG,Biography,medium,high,high,high,mid,adult,low,False,False,none,adult,high,True,False,mid
3361,Firewall,old,PG-13,Action,medium,high,low,high,mid,elderly,low,False,False,mid,adult,high,True,True,high
3362,Hatchet,old,R,Comedy,medium,mid,low,low,low,adult,low,False,False,none,elderly,low,False,True,mid
3363,We Are Marshall,old,PG,Drama,long,high,high,very-high,low,adult,low,False,True,mid,adult,high,True,False,mid
3364,Just My Luck,old,PG-13,Comedy,medium,high,very-low,mid,mid,adult,high,False,True,mid,adult,mid,False,True,high
3365,Madea's Family Reunion,old,PG-13,Comedy,medium,mid,very-low,low,high,adult,low,False,False,none,young,low,False,False,none
3366,The Marine,old,PG-13,Action,medium,mid,very-low,mid,mid,young,low,False,False,none,adult,low,False,False,none
3367,The Painted Veil,old,PG-13,Drama,long,high,very-high,mid,mid,adult,low,False,False,none,young,mid,True,True,high
3368,Ultraviolet,old,PG-13,Action,short,high,very-low,high,mid,adult,low,True,False,low,adult,mid,False,False,mid
3369,Factory Girl,old,R,Biography,medium,mid,high,low,low,adult,low,False,False,none,adult,low,False,False,none
3370,Akeelah and the Bee,old,PG,Drama,medium,mid,very-high,low,mid,adult,low,False,False,none,young,low,False,False,mid
3371,Barnyard,old,PG,Animation,medium,mid,low,high,mid,adult,mid,False,False,high,adult,low,False,False,none
3372,Arthur and the Invisibles,old,PG,Animation,medium,mid,low,very-high,mid,adult,low,True,False,mid,adult,low,False,False,none
3373,Zoom,old,PG,Action,short,mid,very-low,high,low,adult,mid,False,True,mid,young,high,False,True,mid
3374,Eight Below,old,PG,Adventure,long,high,high,high,high,elderly,mid,False,True,mid,adult,mid,False,True,mid
3375,Curse of the Golden Flower,old,R,Action,medium,mid,high,high,mid,adult,low,True,False,high,adult,mid,True,False,high
3376,Date Movie,old,PG-13,Comedy,short,high,very-low,mid,high,adult,low,False,False,none,adult,low,False,False,none
3377,Flyboys,old,PG-13,Action,long,mid,high,very-high,low,elderly,mid,False,False,low,adult,low,False,False,none
3378,Find Me Guilty,old,R,Biography,long,mid,high,mid,low,elderly,high,True,True,mid,young,mid,False,False,high
3379,"You, Me and Dupree",old,PG-13,Comedy,medium,high,low,high,mid,adult,low,False,False,none,adult,mid,False,False,mid
3380,Curious George,old,G,Animation,short,mid,high,high,mid,adult,low,False,False,none,young,mid,False,False,high
3381,Flicka,old,PG,Adventure,medium,low,low,mid,mid,adult,low,False,False,none,adult,low,False,False,none
3382,Black Christmas,old,R,Horror,medium,mid,very-low,low,mid,adult,low,False,False,low,young,low,False,False,mid
3383,Wristcutters: A Love Story,old,R,Comedy,short,high,high,low,low,adult,low,False,False,none,young,low,False,False,none
3384,See No Evil,old,R,Action,short,mid,very-low,low,mid,adult,low,False,False,none,young,low,False,False,none
3385,Last Holiday,old,PG-13,Comedy,medium,mid,high,high,low,adult,high,True,True,mid,adult,low,False,True,mid
3386,Friends with Money,old,R,Comedy,short,mid,low,low,mid,adult,low,False,False,high,adult,mid,False,False,mid
3387,All the King's Men,old,PG-13,Drama,long,mid,low,high,low,adult,low,True,False,low,adult,high,True,True,mid
3388,Hollywoodland,old,R,Biography,long,mid,high,mid,low,adult,low,False,False,none,adult,low,True,False,mid
3389,ATL,old,PG-13,Comedy,medium,mid,low,mid,mid,adult,low,False,False,none,adult,low,False,False,none
3390,Bobby,old,R,Biography,medium,mid,high,mid,mid,adult,low,False,False,none,young,high,True,False,mid
3391,Half Nelson,old,R,Drama,medium,high,high,low,high,adult,low,False,False,none,elderly,low,False,False,low
3392,The Wild,old,G,Animation,short,mid,very-low,very-high,mid,adult,low,False,False,none,young,low,False,True,mid
3393,Infamous,old,R,Biography,medium,mid,high,mid,low,adult,low,False,False,mid,adult,low,False,False,none
3394,Take the Lead,old,PG-13,Drama,medium,mid,high,high,mid,adult,low,False,False,none,adult,high,False,True,mid
3395,Gridiron Gang,old,PG-13,Biography,long,high,high,high,mid,adult,mid,False,False,low,adult,mid,False,False,mid
3396,The Ant Bully,old,PG,Animation,short,mid,low,high,mid,adult,low,False,False,high,adult,low,True,False,high
3397,Fur: an Imaginary Portrait of Diane Arbus,old,R,Biography,long,mid,high,mid,low,adult,low,False,False,mid,adult,high,True,True,mid
3398,Peaceful Warrior,old,PG-13,Drama,long,mid,high,mid,low,adult,mid,False,False,high,adult,low,False,False,low
3399,The Santa Clause 3: The Escape Clause,old,G,Adventure,medium,mid,very-low,mid,high,adult,low,False,False,mid,young,high,False,True,mid
3400,Miss Potter,old,PG,Biography,short,mid,high,high,mid,adult,low,False,False,high,adult,mid,False,True,high
3401,Big Momma's House 2,old,PG-13,Comedy,medium,mid,very-low,high,high,adult,mid,False,True,mid,adult,high,False,True,mid
3402,Pulse,old,PG-13,Horror,medium,mid,very-low,mid,mid,adult,low,False,False,none,adult,low,False,False,none
3403,The Last Kiss,old,R,Comedy,medium,mid,high,mid,low,adult,low,False,False,mid,young,low,True,False,high
3404,The Astronaut Farmer,old,PG,Adventure,medium,mid,low,mid,low,adult,low,False,False,none,adult,high,True,False,high
3405,Mini's First Time,old,R,Comedy,medium,low,low,low,low,adult,low,False,False,none,adult,high,True,True,mid
3406,Lonely Hearts,old,R,Biography,medium,mid,high,mid,low,adult,low,False,False,none,adult,high,True,True,mid
3407,Everyone's Hero,old,G,Animation,short,low,low,high,low,adult,low,False,False,none,adult,low,False,False,none
3408,Old Joy,old,Unrated,Drama,short,low,high,low,mid,adult,low,False,False,none,young,low,False,False,none
3409,The Grudge 2,old,PG-13,Horror,medium,mid,very-low,mid,high,adult,low,False,False,high,adult,low,False,False,mid
3410,For Your Consideration,old,PG-13,Comedy,short,mid,low,mid,low,adult,mid,True,False,low,young,low,False,False,none
3411,The Sentinel,old,PG-13,Action,medium,mid,low,very-high,mid,adult,low,False,False,mid,adult,high,True,False,high
3412,Hoot,old,PG,Adventure,medium,low,low,mid,low,adult,low,False,False,none,elderly,low,False,False,none
3413,Garfield: A Tail of Two Kitties,old,PG,Animation,short,mid,very-low,very-high,mid,adult,low,False,True,low,young,mid,False,True,high
3414,There Will Be Blood,old,R,Drama,long,very-high,very-high,mid,high,adult,mid,True,False,mid,adult,high,True,False,mid
3415,No Country for Old Men,old,R,Crime,long,very-high,very-high,mid,high,adult,low,False,False,mid,adult,high,True,True,mid
3416,Stardust,old,PG-13,Adventure,long,very-high,very-high,very-high,mid,adult,low,False,False,none,elderly,low,False,False,none
3417,Gone Baby Gone,old,R,Crime,medium,very-high,very-high,mid,mid,adult,low,False,False,none,young,high,True,False,high
3418,Disturbia,old,PG-13,Crime,medium,very-high,high,mid,high,adult,mid,False,False,low,elderly,low,True,False,mid
3419,Zodiac,old,R,Crime,long,very-high,very-high,very-high,mid,adult,mid,True,False,high,young,high,True,False,mid
3420,Superbad,old,R,Comedy,medium,very-high,very-high,mid,high,adult,low,False,False,none,young,low,False,False,none
3421,Transformers,old,PG-13,Action,long,very-high,high,very-high,high,adult,high,True,False,high,young,low,True,False,mid
3422,Harry Potter and the Order of the Phoenix,old,PG-13,Action,long,very-high,very-high,very-high,high,adult,low,False,False,none,young,mid,True,False,high
3423,Into the Wild,old,R,Adventure,long,very-high,very-high,mid,high,adult,mid,False,False,low,young,low,False,False,mid
3424,Ratatouille,old,G,Animation,medium,very-high,very-high,very-high,high,adult,low,True,False,high,young,low,False,False,none
3425,Atonement,old,R,Drama,long,very-high,very-high,high,high,adult,low,True,False,high,adult,low,True,False,mid
3426,Shooter,old,R,Action,long,very-high,high,very-high,mid,adult,mid,True,False,mid,young,high,True,False,mid
3427,American Gangster,old,R,Biography,long,very-high,very-high,very-high,mid,elderly,high,True,False,mid,adult,high,True,False,mid
3428,Spider-Man 3,old,PG-13,Action,long,very-high,low,very-high,high,adult,high,True,False,mid,adult,high,True,False,mid
3429,Live Free or Die Hard,old,PG-13,Action,long,very-high,high,very-high,high,adult,low,False,False,high,adult,high,True,True,mid
3430,Pirates of the Caribbean: at World's End,old,PG-13,Action,long,very-high,high,very-high,high,adult,high,True,False,high,adult,high,True,False,mid
3431,I Am Legend,old,PG-13,Action,medium,very-high,high,very-high,high,adult,low,False,False,mid,adult,high,True,True,high
3432,Juno,old,PG-13,Comedy,medium,very-high,very-high,low,high,adult,low,True,False,high,adult,low,False,False,none
3433,28 Weeks Later,old,R,Horror,medium,very-high,high,mid,high,adult,low,False,False,none,young,low,False,False,low
3434,Hitman,old,R,Action,medium,very-high,low,mid,high,adult,low,False,False,none,adult,low,False,False,mid
3435,Enchanted,old,PG,Comedy,medium,very-high,high,very-high,high,adult,low,False,True,mid,adult,low,False,False,none
3436,The Mist,old,R,Horror,long,very-high,high,mid,high,adult,mid,True,False,mid,adult,mid,False,False,mid
3437,Hairspray,old,PG,Comedy,medium,very-high,high,very-high,mid,adult,mid,False,True,high,adult,high,True,True,mid
3438,Knocked Up,old,R,Comedy,long,very-high,high,high,high,adult,low,False,False,high,adult,low,False,False,none
3439,Sweeney Todd: the Demon Barber of Fleet Street,old,R,Drama,medium,very-high,high,high,high,adult,high,True,False,high,young,high,True,False,mid
3440,Grindhouse,old,R,Action,long,very-high,very-high,very-high,low,adult,mid,True,False,high,adult,high,True,False,mid
3441,Ghost Rider,old,PG-13,Action,medium,very-high,very-low,very-high,mid,adult,low,False,True,mid,adult,high,True,True,mid
3442,The Darjeeling Limited,old,R,Adventure,medium,very-high,high,mid,mid,adult,mid,True,False,mid,adult,mid,False,True,high
3443,Bridge to Terabithia,old,PG,Drama,medium,very-high,high,mid,high,adult,low,False,False,none,adult,low,False,False,mid
3444,The Nanny Diaries,old,PG-13,Comedy,medium,high,low,mid,mid,adult,low,False,False,none,young,high,True,False,mid
3445,Funny Games,old,R,Crime,medium,high,high,mid,low,elderly,low,False,False,none,young,mid,True,True,mid
3446,Halloween,old,R,Horror,medium,very-high,low,mid,high,adult,low,False,False,mid,adult,low,False,False,none
3447,The Bourne Ultimatum,old,PG-13,Action,medium,very-high,very-high,very-high,high,adult,low,True,False,high,young,high,True,False,mid
3448,Norbit,old,PG-13,Comedy,medium,high,very-low,very-high,mid,adult,mid,False,True,mid,adult,high,True,True,high
3449,Beowulf,old,PG-13,Animation,medium,very-high,low,very-high,mid,adult,high,True,False,high,adult,low,False,False,low
3450,Next,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,mid,False,True,mid,adult,high,True,True,mid
3451,3:10 to Yuma,old,R,Action,long,very-high,very-high,high,mid,adult,mid,True,False,high,adult,high,True,False,mid
3452,Across the Universe,old,PG-13,Drama,long,very-high,high,high,low,adult,low,True,False,high,adult,low,False,False,high
3453,Ocean's Thirteen,old,PG-13,Crime,long,very-high,high,very-high,high,adult,high,True,True,mid,young,high,True,False,mid
3454,Blades of Glory,old,PG-13,Comedy,medium,very-high,low,very-high,mid,adult,low,False,False,none,adult,high,True,False,mid
3455,Surf's Up,old,PG,Animation,short,high,high,very-high,mid,adult,low,False,False,none,adult,low,True,False,mid
3456,Resident Evil: Extinction,old,R,Action,medium,very-high,low,high,high,adult,mid,False,True,low,young,mid,False,True,mid
3457,30 Days of Night,old,R,Action,medium,very-high,high,high,mid,adult,low,False,False,high,adult,mid,True,False,mid
3458,Awake,old,R,Crime,short,high,high,low,high,adult,low,False,False,none,young,mid,True,False,high
